ReviewerID	ProductID	Name	Review	Rating	Summary	Date
A2FM7PHQLI7XAR	B000P56MYS	pam gee	wow i loved this series it was jammed pack with action. i can't believe it is over hopefully they will have another great series like it,	5	the shield !,	02-02-2014
A3FPUZ4BWR4JC3	B000P56MYS	ThHobbes ThHobbes	The Shield - wherein it is proven that nothing elevates a TV drama to a place above daytime soaps more than graphic violence, profanity and gore combined with corrupt cops, grotesque pimps, ho's galore, violent mobsters of all ethnic varieties, rapes and pillage. Throw in a generous bunch of victims and perps, both repulsive and sympathetic, and you get an excellent drama that will satisfy all your voyeuristic needs. Good writing plus good acting plus good production values create a memorable series. If you can imagine Elmore Leonard and James Ellroy collaborating on The Wire and dropping it into the ethnic cauldron of Los Angeles, you'd get The Shield.,	5	Gore, greed, grime - what's not to like?!,	01-10-2014
A10YN80D61PHYP	B000P56MYS	Wilfred J. Milton &#34;wordsmith&#34;	I have submitted comments on previous seasons of 'The Shield' and I continue to recommend this very entertaining and raw TV series!W.J.Milton,	5	Worth the time!,	07-05-2013
A2AUKFUKCPXI4S	B000P56MYS	William R. Kolbe	It was a shame to see this series come to an end.,	5	Five Stars,	07-10-2014
A3LIGGDQCKZMWT	B000RLA1KQ	Carol J. Wooldridge	THIS IS A WONDERFUL BOB HOPE COLLECTION, MOVIES THAT ARE FUN.I'D RECOMMEND FOR ANY AGE GROUP,	5	BOB HOPE MGM MOVIE LEGENDS COLLECTION,	02-12-2010
A1027NYJQW8T57	B000S9FEFY	Amazon Customer	&#34;NO KA OI&#34; in Hawaiian means &#34;Is the BEST ! ! &#34;Five stars to the writers and the cast.,	5	The Closer No Ka Oi,	12-05-2012
A3FZGDI9RI5HZK	B000S9FEFY	Amazon Customer	I really love the cast of characters and how they interact.  Good actors and interesting stories.  Having humor mixed in is great.,	5	Good crime stories and lots of crazy humor.,	11-07-2013
AYIRGNGHDCL7P	B000S9FEFY	Ann	Each season gets better and better while developing the characters and the characters' relationships.  Love the show and still enjoy watching it multiple times.,	5	Another Great Chapter,	05-05-2013
A1THRWHZHFQ5TC	B000S9FEFY	E. Chen	Awesome show with great story telling and humor. Really enjoy seeing how each character develops from season to season and conflicts abound in each episode. It is a captivating show.,	5	Awesome Show! Love it!,	11-08-2013
A2BF70S2H1MPON	B000S9FEFY	George R. Park	Once you've started, you'll find it hard to stop.  Watching these great videos is like a narcotic.  You just want to be injected with another one, and another.  Then when they are all done you have to go through a withdrawal phase of disappointment that there aren't another 100 to go.Great fun, edge of your seat humor and drama combined.  Every actor fits the part perfectly and the bad guys are bad and the dead people are really dead. The star, Kyra Sedgwick, is outstanding and never lets you down.,	5	Great Dramatic/Comedy series,	12-09-2010
AANCPGZ2TA1PY	B000S9FEFY	Judi	the characters are great, like the story lines, the southern &#34;charm&#34; can be a little much but that's what it is..............,	5	really like it,	03-09-2014
A3IN2WR1OYWJTT	B000S9FEFY	Keri Teach Seaviewkat	This was one of my favorite TV shows to watch on TNT on Monday nights. What's best about The Closer are the characters we all love starting with Brenda Lee Johnson with that Georgia drawl, her flirtatious affair with FBI Fritz Howard and as ever the priority crimes team led by wise cracking senior detectives Flynn and Provinza. (I miss all those snappy one liners Provinza came up with on the Closer---the pair are more serious on the new Major Crimes...it's just not the same)Lt. Tao who is computer savvy and loves all the high tech stuff, Buzz who does all the crime scene video taping and prisoner interrogation's, Lt. Sanchez who always refers to his fellow officers as &#34;sir&#34;, and the rest of the crew. This was a top notch series, with great acting, well written snappy story lines, and was always very entertaining. I always loved the episodes when Brenda's parents visited and they always fit in Christmas episodes during the holiday season. Watching the series on instant stream I get to enjoy all the ...	5	Loving watching The Closer,	02-04-2014
A2BBBID6B14U9H	B000S9FEFY	Lola	Love this show. Love every character. These are seasons that will be great to watch over and over for fans of the show.,	5	Best Characters on TV,	01-02-2013
A33PNAQ33DGBJG	B000S9FEFY	Michelle Polk	Fabulous!! Another great season. THe only negative would be that there isn't enough episodes!! By the time you are finished watching the last episode you have to wonder how the poor woman survived this season!! Can't wait until next season!,	5	The closer...,	07-10-2008
A3OGT004OFRYC5	B000S9FEFY	Penny Abernathy	I own all 7 seasons of the Closer and watch and re-watch (is that a word?) them all the time.  I bitterly regret that the series only ran for 7 seasons.  The Closer is brilliant.,	5	Simply the best tv series EVER!,	02-04-2014
A3JZJIPXCY4LAQ	B000S9FEFY	RJ	I 'enjoyed the entire series of this show, and thought it would be around ten series before it ended.' but, I still have hopes that something great will develop when the show puts all the 'main players back into play, and hopefully will show a new vision for the series with even more powerful females in leadership roles.,	5	Great...,	05-10-2013
A3TVNAGFH62DFG	B000S9FEFY	RND	This program illustrates humor in uniform.  The interactions of the actors creates a synergy that just works.  We certainly enjoy this pergram,	5	The Closer,	04-09-2013
A1VYWOLFR6Q8EK	B000S9FEFY	S. Lee waterwoman39	Saw the series on tv a few years back and decided we'd forgotten and missed enough episodes to re-watch the series.,	3	The second time around,	11-06-2013
A5KKASK7J5YSQ	B000S9FEFY	susan	I have watched 1 and 2 and now working on 3 it is good and i watchen i want a quick cop show fix,	4	perky pushy and get it done kinda cop,	05-04-2013
A3F0Q7N1R8Z6OE	B000S9FEFY	Tracy Christensen	It is so great to see a headstrong woman following her own personal convictions in order to get the criminal confessions needed to prosecute.  I love the way she comes up with ways around things by finding &#34;loop holes&#34; when promising not to prosecute and then has the FBI prosecute instead thereby keeping helr word.,	5	love it,	02-11-2013
AR6MI6AVH9YML	B000S9FEFY	V Johnson	I didn't think the series could get any better but this season was better than the first 2.  So much more of the characters and the stories got even better.,	5	Even better than #2,	01-07-2014
A1TKEITLUQTMWB	B000S9FEFY	Z.M.Jamison	This was the worst show on tv . A bunch of cardboard characters , wooden acting , stupid cases and vulgar and tasteless jokes . This was totally repulsive garbage and the fact that TNT kept it on seven seasons shows they are a stupid network .,	1	Really stupid,	04-03-2014
A25A9D4L49HSHX	B000SXKBXU	Araley	This was one of the most mind numbing movies I have ever seen. Cary Grant did the best he could with this plot and his costar...don't waste your time or money!,	1	Don't be misled,	03-08-2013
AL52QAT8MIRWJ	B000SXKBXU	Laney B	This movie is a reminder of what kindness, love, and patience can do for a family and a community. On the surface, It may seem to present a way of solving today's complex problems in simplistic terms. However, children who have been abandoned by the adults who were supposed to give them a sense of security and unconditional love need someone's patience, kindness, and love, as well as a sense of fairness or justice, just as much today as when this film was made. Each of the foster parents in this film demonstrated the qualities I mentioned, and then some. Good for them! And, watching the film reminded me that there is always more we can all do to help lift children above the harsh negatives of this world.,	4	Gentle Story,	01-09-2013
A3VDR06VNCZQ6J	B000U6I0B0	Altecian	Great show!! If you love science and mayhem on a weekly basis this is the show for you there is also a dose of comedy in it for ya as well.,	4	Eureka!,	02-03-2013
A2BQ9O7S4I9FP7	B000U6I0B0	B. McGraw	I have enjoyed Eureka thoroughly.  They have a great cast of characters, it is humorous at times, awesome at others.  I think its well done, and I am not a big fan of syfy.  You should watch it, you'll enjoy it.  Nice break from the usual TV fare!!,	5	Fun Syfy,	06-05-2014
AT1M1DIZTZGUR	B000U6I0B0	bruce	Eureka is a great series that, since its in a area 51setting, anything can and does happen.,	5	Eureka,	07-04-2014
A1FXID63Q00LA	B000U6I0B0	C. Cameron	Totally enjoyed Season 2. The DVD shipped fast however,one of the disks was loose and has signs of some rubbing during shipment. The DVD played fine with no glitches so all is good.,	5	Eureka: Season 2,	09-01-2012
A853IU3HPURU	B000U6I0B0	cneumer	This series was very well done on all levels.  It was excellent escapism entertainment in that I could always depend on the story line to be happily resolved.  Everyone of the characters were believable, and mostly likeable.  There is no crime to having a formula that leaves the audience wanting more.  The writers did a good job, the actors did a good job, the content was interesting, and the plot was fun.,	5	Eureka Was Terrific!,	12-11-2012
A38B5RIJZ8Z8K2	B000U6I0B0	DGator	One of the best shows on cable. Not only was it funny but in a way educational as well. Too bad SYFY canceled it.,	5	AWSOME,	04-06-2013
AMD0N0307WEYS	B000U6I0B0	Jane Eyre	If you liked or didn't like &#34; Eureka&#34;, I'm not going to review it, you already know what you liked about it. I enjoyed the whole series. I have a couple of favorite episodes from Season 2. I like having the disks. Cable and internet service goes out from time to time, so it's nice to pop in the dvds and watch on my Sony portable. I was glad they ditched the funky potato foam of the 1st season package. This one holds the dvds correctly in place. The box is not going to fill up the landfill, it's going to remain with me for a long time to come, and then it will become a collectible, right?,	5	Eureka Season 2,	03-01-2011
A1IDIJQ3VUMMP9	B000U6I0B0	Jeff SC	I like this show because it is entertaining without relying on large amounts of sex and violence. This season builds on the first with an expaninding multiple plot lines.,	4	Another good season,	07-07-2013
A2KHQ4SKFKD4NK	B000U6I0B0	joan	I had never heard of this show until I signed up for Amazon Prime and started watching it on Prime instant video.  I fell in love with the show and the characters.  I am really very sad that they have cancelled it.  I could watch it for hours every day and never get tired of it.  It seems like every show I ever find that is an interesting quality show they have to cancel  I'm sure there are a lot more sci-fi fans out there that are upset about this.  Here's wishing they would bring it back!!,	5	Best show ever,	09-04-2013
A3AKXU5NXR95ZT	B000U6I0B0	linda21	My husband watches this he likes it. I am not into science fiction so I don't really like it it's fast moving,	4	Eureka,	10-04-2013
A2JMWWPDKW8KZI	B000U6I0B0	magikhanz	Funny, different, find it ironic that the. O brain new sheriff is the hero in each episode. A little hokey, but fun,	4	interesting,	01-12-2014
A16XRPF40679KG	B000U6I0B0	Michael Dobey	Eureka gets even better in it's second season, we get more of the fargo character and the stark character is still around. He goes in the third season and his presence is missed by many.  The show remained true to it's premise and it still does,  with lots of crazy science related disasters affecting people with usually sheriff Carter's quick thinking to get them out of the mess in some form or another.  Eureka is so engaging because it's a great place , filled with great characters and it's the kind of place that one would hope does exist somewhere in some form. The dvd's have deleted scenes and other features too. The picture quality is excellent and the series comes in a good case as far as I can tell.  This is a good family scifi show that can appeal to anyone who likes a great tv show. the only downside is that scy fy hadn't yet figured out that they should make more than 13 eps a season with this one. ( wharehouse 13 too). If it's your biggest hit then give us more of it!  which thankfully they do in...	5	eureka gets even better,	09-08-2010
A6Q0PUHTTNN6M	B000U6I0B0	mommymarly mommymarly	Watched all 5 seasons in about a month or so... whenever we were both home and able... it was super fun, quirky and just a good time. SOOOO sad to have it end but there were a lot of time travel, worm hole situations so I can bet it was getting challenging to keep it fresh! GREAT show!,	5	Husband and I both LOVED this show,	08-09-2013
A2WH2DZQHBBAWE	B000U6I0B0	Onthepedals	We watch Eureka over and over and over.  One of the best shows for us to fall asleep to while watching on the iPad.  Just enough comedy and science to make it funny and not all the heavy drama that most Sy-Fy shows want to include.  Never understood how this show would be cancelled and Warehouse 13 'replaced' it...no comparison.  Oh well..guess that's enough words for now.,	5	Eureka...most entertaining!!!,	07-02-2014
A1VYWOLFR6Q8EK	B000U6I0B0	S. Lee waterwoman39	A light-hearted look at a possible future with lots phony physics and graphic effects.  Well, we knew that in season one and still look forward to each episode, playing one a night in our viewing program.,	4	We're back for the second season,	11-06-2013
A72BEKNJCGJA8	B000U6YXPM	Amazon Customer	I watched this long after I should have quit hoping it would become redeming in some way but it kept getting worse.  I would not recommend it.,	2	Too wierd and irreverant for me.,	09-07-2013
A3LIGGDQCKZMWT	B000UERE3M	Carol J. Wooldridge	A REALLY FUN SHOW, EVERYONE SHOULD GIVE IT A TRY, CANT'T WAIT FOR THE NEXT SEASON,	5	PSYCH - THE COMPLETE SECOND SEASON,	03-11-2009
A3OXHLG6DIBRW8	B000UERE3M	C. Hill CFH	This is an enjoyable Psych episode that pretty much follows the show's normal format of flashbacks and improbable coincidental occurrences, and it works well. We like Psych and tend to watch the older episodes on Netflix over theRoku 2 XS 1080p Streaming Player, but this episode wouldn't stream so we bought it on Amazon since it was the next in the series.No spoilers from me: This is a Christmas themed episode that has Gus and Shawn going to Christmas dinner at Gus' parents house where Shawn tries to impress Mr. and Mrs. Guster, but things don't go too well when a neighbor is found murdered.Sometimes the acting is a little over the top and often boarders on downright silly, but it is a very clever and fun show.Highly Recommended!CFH,	5	A Fun Episode - Highly Recommended,	11-02-2011
ALZWY9L4E5GXO	B000UERE3M	Donna Smith	Never get tired of Psych. I want all seasons.,	5	Five Stars,	07-12-2014
A2A4G7JX6P5E2L	B000UERE3M	HobieBritt	This season of Psych is great, the duo of Shawn and Gus are even funnier and have to solve even funnier cases. The character development between Shawn and Juliet is also furthered.I would definitely recommend this season to anyone looking for a good laugh.,	5	Psych S2,	01-02-2013
AO2DZ7WIPM74U	B000UERE3M	mom12	this is a fun intro to these two crazy guys.  they are so silly and loveable. the characters are fun and well developed.,	5	great season,	05-12-2013
A1J9S070L0MVWX	B000ULTV4U	DVDwatcher	Monk was a very good show. I have enjoyed all of the seasons and this was just as good as the rest. Very well done.,	5	very good show,	07-06-2013
A2I6MHMAZZDCRX	B000ULTV4U	Mark Baker	Why mess with success?  That seems to be the idea behind this season of Monk.  And while it wasn't as strong as some of the other seasons have been, it was certain still fun.The season opens with Sarah Silverman reprising her role as Monk's biggest fan.  She hires Monk (Tony Shalhoub) to find out who is framing her dog for murder.  The catch?  The dog died before the murder took place.And there is more fun to be had.  Monk suspects Captain Stottlemeyer's (Ted Levine) new girlfriend of murder.  Natalie's (Traylor Howard) daughter Julie (Emmy Clarke) gets her first boyfriend and learns to drive.  Monk takes a job as a security guard at his bank to catch a robber.  And he must deal with the consequences of shooting Santa.  And he falls under the spell of cult leader Howie Mandel.When I reviewed season five, I did mention that they were occasionally crossing the line from character to caricature.  That seemed to be more of a problem here in my eyes.  In fact, there were several in a row near the beginning that...	4	Fun but Weaker Season,	07-09-2008
AER15RIMV8E6D	B000ULTV4U	Pumpkin Man	Monk's 6th is just as hilarious and entertaining as the previous seasons. Adrian Monk is still miserable and continues to help Captain Stottlemeyer and Disher with solving murders, with the help of his devoted Assistant, Natalie. Throughout this season, Monk must deal with his crazed fan, help a rapper, teaches Julie Teeger about love, hang out with his psychiatrist's son, shoots Santa Claus, joins a cult, becomes a fugitive, and finally has a new lead in the murder of Trudy. I highly recommend MONK: SEASON SIX!!!,	5	Another Awesome Season!!!,	12-05-2009
A18758S1PUYIDT	B000ULTV4U	Viva	What happened was this.....spoilers ahead.......Mr. Monk tore through the sixth season with stronger emotions, even beating up a guy who had something to do with Trudy's death. Dale the Whale returned to try to torment Monk, who had to fake his own death for a while.  Also, Julie Teeger got more screen time as she blossomed into a teenager, while Randy Disher was given more attention as well.  The captain continues to maintain a strong presence on the show, and so does Natalie.  Dr. Kroger holds his own.I missed Monk's brother Ambrose, though.,	5	Here's What Happened....,	08-07-2008
AUWMFKLND0I2Y	B000ULZLYY	K. Marlow Kat	I love this series he makes me feel like a normal person.  This is fun series allowing you to enjoy the oddities of others with the ability to solve the crime.,	5	Monk:  The Complete Series,	01-04-2012
A1E0GXUW9GPXRJ	B000UU4IVM	Christoph Forbes AlabamaFanLouisianaMan	Still enjoy watching although season 2 is a little slower.  It is great to watch without commercials.  A lot different than Battlestar Galactica from the 1980s..,	4	A Little Slower than Season 1,	02-05-2014
A2FBUCQ69GBT25	B000UU4IVM	Cicily N. Oakes	Being the stuff of awkward nerds and Dwight from The Office, Battlestar Galactica was the farthest show from my list. But now, I'm hooked. Great character development, soundtrack and storyline. Love it.,	5	Unexpected Enjoyment,	06-11-2013
A3LJXP6Z4NBOJQ	B000UU4IVM	DrK	Great story, excellent acting and character development. Great blend of drama and action, convincing effects. Of course no commercials on Amazon Prime.,	5	Top notch Scifi,	05-02-2014
ANDNIIOGQRBWS	B000UU4IVM	John M. Delisle	I like the characters and the plots are wonderful.  It definitely keeps you interested in what is happening and going to happen.,	5	Excellent,	07-05-2013
AKS9SJTHTU0OM	B000UU4IVM	K. Gordon	One of my favorite television series of all time along with 'The Wire'and 'Breaking Bad'.Like 'The Wire' this is a complex, Dickensian study of human nature,not afraid of asking big questions, and meticulously plotted like agreat novel, so that each episode is a chapter in a much larger whole.Just as 'The Wire' used the overly familiar clich&eacute;' world of the copshow to jump off from and shatter our preconceptions, and 'BattlestarGalactica' uses the sci-fi series, and the idea of human versus robotwars the same way.This is thinking person's sci fi, in the tradition of Arthur C. Clarke,or Isaac Asimov. It's about why we are how we are, what it means to bea human being, morality under constant pressure in times of war,fathers and sons, impossible loves, metaphors for modern and recentpolitics and real world situations.My wife, far from a sci-fi fan was hooked after 3 episodes, and we torethrough 5 years of shows in just a few days. It's that addicting.The acting is all at least quite good, and some cast ...	5	Brilliant show, but the blu-ray box (especially the UK box) may be the better deal,	11-09-2011
A2Z1OYDJFB2E16	B000UU4IVM	Sam	I watched the original Battlestar Galactica with Loren Green years ago but this one is so much better. Good si-fi  and a great cast of characters and story lines to keep the series interesting. I was hooked after season one and looking forward to season three.,	5	Well done si-fi,	07-05-2014
A3C90D3NP8C8K9	B000UU4IVM	Steven Roach	really good show, i love the way they dramatised there plight from the very first episode to the last episode the mini series was done great job.,	5	one of my favorite mini series,	12-08-2013
AHGT53AWMWCSR	B000UU4IVM	Stuart I. Riley	I purchased the entire seasons (1 - 4) and have found them both entertaining and worth the cost.  Over time, the re-watch high-lights the missing in-depth interactions of the characters, but also brings out details that might have been missed on the original broadcast. Again, I am biased becuase of being a fan of BSG.,	5	If you are a BSG fan, this a worth the watch,	06-12-2014
A3LANSRXLT1PW0	B000UU4IX0	Atredes	I think the first two seasons are my favorites by far.  There are some excellent moments in Season three; however, I think it became more of a drama than what it had been in the previous two seasons.  Unlike Babylon 5, it is clear that Battlestar didn't have an overarching direction.  Great writing, but....,	3	Not my favorite season,	12-03-2012
A1FEITLECMZ6EW	B000UU4IX0	Jeffrey Thomas	Spoiler related wording (basically going around the spoilers, relating to them but not specifically stating what they are):This episode was amazing. The two part judging of Gaius Baltar was really good to. The revealing of 4 more Cylons out of the final five was amazing; especially when you find out who they are. It blew my mind to find out. Anyway, this episode, and the last one, have an intriguing element, the music, that is interesting and weird. I don't really understand why music, but it probably has some meaning. The build up in this series has been really great. This series is now in my top 5. I don't know where to put it. It's awesome. To anyone who hasn't seen this episode or the last one yet, don't skip these, these are very important and amazing episodes. You'll be blown away at the end of this episode, of that I assure you. Really, I do have to wonder who the fifth Cylon is. That's the question that will probably echo through the next season. Great season, awesome series so far, can't wait to w...	5	A-W-E-S-O-M-E !!!!,	10-09-2012
ANDNIIOGQRBWS	B000UU4IX0	John M. Delisle	This is one of the best written scifi series ever. It is worth watching every episode.  It will be enjoyed by any person who enjoys Star Trek type shows.,	5	Fantastic series,	08-04-2013
AKS9SJTHTU0OM	B000UU4IX0	K. Gordon	One of my favorite television series of all time along with 'The Wire'and 'Breaking Bad'.Like 'The Wire' this is a complex, Dickensian study of human nature,not afraid of asking big questions, and meticulously plotted like agreat novel, so that each episode is a chapter in a much larger whole.Just as 'The Wire' used the overly familiar clich&eacute;' world of the copshow to jump off from and shatter our preconceptions, and 'BattlestarGalactica' uses the sci-fi series, and the idea of human versus robotwars the same way.This is thinking person's sci fi, in the tradition of Arthur C. Clarke,or Isaac Asimov. It's about why we are how we are, what it means to bea human being, morality under constant pressure in times of war,fathers and sons, impossible loves, metaphors for modern and recentpolitics and real world situations.My wife, far from a sci-fi fan was hooked after 3 episodes, and we torethrough 5 years of shows in just a few days. It's that addicting.The acting is all at least quite good, and some cast ...	5	Brilliant, exciting, thought provoking science fiction,	11-09-2011
A3O3YL89M4R7W1	B000UU4IX0	P. Maloney Patrick	Firstly, I have never seen the show.  I love science fiction but usually only in the movies because I find a lot of the sci-fi shows on tv to be low budget with poor scripting and acting.This show however looks fantastic, if you didn't tell me it was a tv series I'd think it was a movie.  Aside from looking great the story looks to be engaging, exciting and just plain entertaining.  The whole point of this download is to get you into the show and to get you updated on what has happened so far, it does that well, I feel like I could just jump in and start watching the show.**A warning though, if you plan on buying/watching all of the old Battlestar Galactica episodes in the prior seasons I'd hold of on watching this as it will spoil it for you.**I recommend taking a look.  And while your at it take a look at the other free download, it's good too.  Here:SCI FI: Inside Battlestar Galactica,	4	The show looks good,	11-11-2007
A6IH4MLEBCR03	B000UU4IX0	SC	I can't believe it took me so long to start watching this show. Season 1 is by far the best but the series as a whole is excellent. The show is filed with mystery and intrigue. Spoiler alert, it's something good happens to these poor people be prepared because something worse is coming.,	4	syfy at it's best,	06-02-2014
A1VOEJHPSNLWS8	B000UU4IX0	Steve Abbott	I really liked seasons 1 and 2, but it seems like life aboard the battlestar Galactica is becoming redundant.  I guess there are only so many things you can do in space when finding new planets and interacting with new beings isn't your thing....,	4	It's starting to slow down,	03-10-2014
A18758S1PUYIDT	B000UU4IX0	Viva	I didn't think it was possible to match or improve on the previous seasons of this fearless series, but then I watched season 3 on DVD.What's best about this show is that the writers and producers are not afraid to take on the tough issues of our times and reflect them back to us through the characters and storylines on BSG.This time, we follow several characters on story arcs which alter their lives forever.  There's Lee Adama and wife Dee, whom he married mainly to try to get over Kara Thrace.  Kara herself is revealed to be the daughter of a bitter, abusive mother.  Lee's complicated relationship with his father, William, is further strained to the breaking point during Baltar's trial.  In the meantime, Saul Tigh continues to drink himself into a stupor over having killed his beloved but traitorous wife, Ellen, and then discovers a horrifying truth about himself along with several colleagues.  The heretofore likeable Felix Gaeta turns out to have been in league with Baltar, to a degree, and then perjure...	5	More layers of complexity for characters and story this time around,	04-03-2008
A1K0VJACLI2XWV	B000UUEEIE	S. Marsh	This was free on Amazon Prime. After watching for three and one half seasons, suddenly they want $2 plus meaning about $100. Feel like this is a bait and switch. Amazon Prime offered me $5 and told me to complain to the studio. Feels like reading half a book and losing it.,	4	Amazon made things right and I have been able to watch the rest of the show.,	03-08-2014
A2Y6IDYSDC9QTY	B000UVUMDO	Amazon Customer Nina	this is a great series that I wish could go on and on. I watched end of previous season for a refresher before new one started to keep up with all the twists and turns.,	5	Awesome mystery series,	08-09-2009
A13EYZVWRZ5WF3	B000UVUMDO	Blue isle #3	I was interested at first because it grabbed me into it....but then soon found out with it starting backwards in story got to be boring. Each character seemed to be defined in detail made me lose interest.  I soon began to know what would most likely happen next per series and then did not care to watch.,	3	Not my greatest series,	03-10-2014
A2I1EP94C7NEW6	B000UVUMDO	D. Greene pooh	This show is full of villains and good guys and always keeps you guessing. Each night, we look forward to watching what next twist will be thrown at us!,	5	Awesome show,	06-09-2014
A22P0NYTH3SNXC	B000UVUMDO	Elizabeth Ansley	Crazy scarey characters the plot twists and turns .Evil series with thiroughly despicable people but addictive and I can't stop watching it  but sort of like a mosquito bite you just can't stop scraping,	5	Damages,	01-01-2014
A2GWBZ21YYLCM8	B000UVUMDO	Grandma Buddy	I was told by a friend that this was a good series and it is. I would recommend this series to anyone who enjoys a good &#34;Who Done It?&#34;  So many twist and turns that you don't see coming.  WARNING:.....it's like a book you can't put down until it's finished.,	5	Can't stop watching,	02-12-2013
A2Q4WJ3NPIVA8E	B000UVUMDO	J. Kennedy	&#34;Damages&#34; is what riveting television is all about.  The characters are rich and deep, their motivations mutli-faceted, their loyalties complex, ever-changing, or just non-existent.  Glenn Close is brilliant as Patty Hewes, portraying nuanced emotions with a deftness rarely seen on television.Season 1 focuses on a lawsuit against a &#34;pump and dump&#34; business owner named Arthur Frobisher (played surprisingly well by Ted Danson) who convinced his employees to empty their pensions and retirement plans into the company's stock before selling every last share he owned.  Acquitted in a criminal hearing, it's up to Patty Hewes and her firm (including the incomparable Rose Byrne as new associate Ellen Parsons) to make things right with the employees who've been left with nothing.It sounds very court-centric on the surface, but it isn't.  There's mystery, double-crosses, schemes, DIRTY LAWYERING!, and even murder.  The story is told creatively.  We see flashes of the present, but the majority of the n...	5	Brilliant!,	12-05-2013
A2DAHERP7HYJGO	B000UVUMDO	Mark Turner	One of the great things that the explosion in DVDs has given us is a chance to revisit television shows that we might not have had a chance to watch. It also gives us the chance to watch TV shows that are serial like and that we abandoned when we missed that all important episode. Such is the case with DAMAGES.This FX series follows a young beginning attorney named Ellen Parsons (Rose Byrne) who has just been hired by the most notable attorney around, Patty Hewes (Glenn Close). Patty is a no nonsense player who lives to win and will do nearly anything to make that happen. When Patty takes a case, more than likely her client will be the winner.At the moment, Hewes & Associates are involved in their biggest case yet, a class action suit against an unscrupulous CEO named Arthur Frobisher (Ted Danson) who sold out his stocks and left the employees of the company with nothing. While the government was unable to prove any wrongdoing, Patty and company are dead set on recouping the losses these people incurred fo...	4	DAMAGE CONTROL,	02-12-2008
A2QDPJRVXL7P4F	B000UVUMDO	Sahra Badou Bibliophile	This is a really great TV series and I really enjoyed the many twists that kept me guessing throughout the episodes--and guessing wrong most of the time. I've always wanted to be a lawyer, among many other professions, and I immediately picked up this series upon seeing it at the Duty Free shop at Heathrow International Airport.This series exposes the world of litigations, and how they operate.  The whole season is about a class action lawsuit targeting one of the wealthiest CEOs (Chief Executive Officer). When lawyers try to win at all cost, lives and fortunes are lost. Is it worth it all? Are lawyers angels or demons in disguise? How far would we go for money? Is money worth destroying the lives of others? Are secrets worth killing for? Would we kill for money? How much money is enough? What is the price of betrayal, and when is betrayal ethical? These are just a few of the questions you will be asking yourself as you go through this series.The way the series is structured is that it shifts between past ...	5	Self-interest, corruption, polititcs, and greed!,	07-06-2008
A3NP6TNW62NWBQ	B000UVUMDO	Shannonbeautie	Very depressing the entire time, yes it's suspenseful and has a great cast, but there wasn't a silver lining or even the smallest joke.,	2	Depressed the whole time,	05-09-2014
AUA15GOQSMBH0	B000UVUMDO	Timothy McGivney Tim	I just finished Season 5 and loved how everything came full circle. This show is not to be missed. Patty and Ellen forever!!!,	5	One of the greatest shows of all time.,	08-03-2013
A3MV1N1GYWGDXZ	B000UVUMDO	word fanatic	Really great first season. Full of twist and unexpected turns. I can't wait to watch season 2! It can only get better!,	5	Twisted,	01-09-2014
A1UOTG037037XY	B000V5Q8JQ	Cleo	Where is Calvin Klein tween's EMMY for her performance.  It is so great that David Carradine's daughter (echo!) gives an even better performance than her dad on Criminal Minds.  I've taped the last scene on my dvr a few times when the episode has reaired because her performance is SO satisfying but rewatching her earlier scenes is important to understand how devastating her character is.  She does crazy things with her face in her scene with VDO who is wearing one of his BEST suits and of course, John Glover is wonderful from his first scene when it is obvious what a burden his daughter's existence is to him but never more so than when he silently rubs his eyes in the interrogation room with the speaker is turned off - in one room, not the other.  There is a HINT of his character's resentment of his former protege that will be given the spotlight in his reappearance in a later season.  FUN.,	5	The best episode EVER shows up in Season 6!,	03-06-2012
ALZWY9L4E5GXO	B000V5Q8JQ	Donna Smith	Vincent D'Onofrio is the best. I miss this show so much. I can watch over and over and never get tired of this show!,	5	Criminal Intent Season 6,	07-08-2013
ASXL207Z7R6SC	B000V5Q8JQ	movie lover jean	I have not been able to view this packet yet but it appears to be new as ordered.thank you very much,	5	Law & Order CI  DVD  Season 6,	01-07-2013
A36H6W75LS94QL	B000V5Q8JQ	Sabrina Powder Puff Sabrina	I don't like this season as much, because D'Onofrio is less hot, but the writing is better. However, Vince letting himself go just makes me feel a little sad inside. &#34;Seasons change... people change... &#34; If only he had valued his hotness. :/Anyway, Eames continues to be awesome, but this is the season where Vince had a breakdown and they had to bring in some other cops. DUN DUN! I really don't like the episodes with Chris Noth and his little freckle-boy-woman. Whatever. Chris Noth is okay, but he's no Vincent D'Onofrio. Chasing his &#34;white whale,' Nicole Wallace, comes to a sickening conclusion.,	4	D'Onofrio is fatter in this season, but the writing is better,	09-06-2013
A2PV6GK1HV54Y9	B000V5Q9Y0	ADRIENNE MILLER	Law & Order: Special Victims Unit - The Eighth Year is another entertaining season of my fave show. Some of the standout episodes include: Choreographed, Burned, Haystack, Florida, and Annihilated. Christoper Meloni and Mariska Hargitay are talented actors and so is Ice-T. I highly recommend this top-notch show, enjoy!,	5	Still good.,	03-06-2009
AJF6NFPAW3G3K	B000V5Q9Y0	CARRIE	I like this tv show because there is a great story line in each episode. They find and catch the perp and prosecute them. I have all the seasons.,	5	Best Tv Show for Drama and Entertainment,	09-02-2013
